Workbook Name,Workbook ID,Start Time,End Time,Status,Job ID,Error Message
Central Bank Sentiment,1c4296da-af18-4d8b-9f23-1ad75061c959,2026-04-18 23:36:09,2026-04-18 23:36:23,Failed,N/A,Job eb0784e4-9392-45a6-8948-bb0055c7fe14 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
AQI,af30aab2-1ea6-487f-ab78-4b759c7c3f6f,2026-04-18 23:36:23,2026-04-18 23:38:05,Success,1320d01f-f10d-40f0-b801-4ac392840c9b,
Growth Dashboard,7a18e082-9c16-4d03-afa2-b6b8bf86af7e,2026-04-18 23:38:05,2026-04-18 23:38:06,Failed,N/A,  	403180: Bad Request 		Full extract refresh operation for the workbook '7a18e082-9c16-4d03-afa2-b6b8bf86af7e' is not allowed.. (0x5CE10192 : Full refresh extract operation for the workbook is not allowed.)
Google Trend,bb430b45-8206-48da-afcd-c76d21cc435c,2026-04-19 23:32:25,2026-04-19 23:33:38,Success,55b28936-e490-46a5-af2a-4825bbaac932,
Equity Dashboard,af1428a6-d8b9-4d61-ac55-ef123c5d6eeb,2026-04-19 23:33:38,2026-04-19 23:37:20,Success,73be452a-c2d5-4580-98f6-9de635fca3da,
IMF,6ac84523-3930-4030-9fe6-f834202595ad,2026-04-19 23:37:20,2026-04-19 23:39:01,Success,f370e278-b285-4085-bdd1-4bb7a01e1908,
Central Bank Sentiment,1c4296da-af18-4d8b-9f23-1ad75061c959,2026-04-19 23:39:01,2026-04-19 23:41:12,Failed,N/A,Job 808dba6c-4bb2-49e7-ad49-54ea57476668 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
AQI,af30aab2-1ea6-487f-ab78-4b759c7c3f6f,2026-04-19 23:41:13,2026-04-19 23:42:05,Success,27e0a9de-0bb3-435d-8f1b-451dad3df868,
Growth Dashboard,7a18e082-9c16-4d03-afa2-b6b8bf86af7e,2026-04-19 23:42:05,2026-04-19 23:42:19,Failed,N/A,Job 16137ec8-a68b-481e-9def-379b14186376 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
Google Trend,bb430b45-8206-48da-afcd-c76d21cc435c,2026-04-20 00:07:12,2026-04-20 00:08:04,Success,e1d349be-e841-4055-a8be-a8b0883d395a,
Equity Dashboard,af1428a6-d8b9-4d61-ac55-ef123c5d6eeb,2026-04-20 00:08:04,2026-04-20 00:11:47,Success,b29075cf-947d-4486-8ba7-02648167de90,
IMF,6ac84523-3930-4030-9fe6-f834202595ad,2026-04-20 00:11:47,2026-04-20 00:12:40,Success,552c7065-5eb0-4f42-9fcf-2ba6fec5969b,
Central Bank Sentiment,1c4296da-af18-4d8b-9f23-1ad75061c959,2026-04-20 00:12:40,2026-04-20 00:13:54,Failed,N/A,Job 6c660555-1f17-44e9-8d50-b54c5ab36a79 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
AQI,af30aab2-1ea6-487f-ab78-4b759c7c3f6f,2026-04-20 00:13:54,2026-04-20 00:15:07,Success,905451d0-a7fe-46c8-ade1-e706623fcac7,
Growth Dashboard,7a18e082-9c16-4d03-afa2-b6b8bf86af7e,2026-04-20 00:15:07,2026-04-20 00:16:20,Failed,N/A,Job 15295737-9fb0-441f-8669-d4a6947e55e9 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
Google Trend,bb430b45-8206-48da-afcd-c76d21cc435c,2026-04-20 06:57:57,2026-04-20 06:59:39,Success,293067eb-8777-4538-9c6e-76aaad1d832b,
Equity Dashboard,af1428a6-d8b9-4d61-ac55-ef123c5d6eeb,2026-04-20 06:59:39,2026-04-20 07:04:22,Success,ca601784-fd3f-4384-92d2-a1ff828a40e4,
IMF,6ac84523-3930-4030-9fe6-f834202595ad,2026-04-20 07:04:22,2026-04-20 07:06:35,Success,4d7784ff-687a-44c9-8ff7-b7dbf61348cd,
Central Bank Sentiment,1c4296da-af18-4d8b-9f23-1ad75061c959,2026-04-20 07:06:36,2026-04-20 07:07:28,Failed,N/A,Job 69470842-66a5-4540-98ba-994915109bb9 failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
AQI,af30aab2-1ea6-487f-ab78-4b759c7c3f6f,2026-04-20 07:07:29,2026-04-20 07:08:42,Success,4bef9ce5-05c0-49c5-957f-4ee87f9e2d27,
Growth Dashboard,7a18e082-9c16-4d03-afa2-b6b8bf86af7e,2026-04-20 07:08:42,2026-04-20 07:09:20,Failed,N/A,Job 61b883f9-c88c-44ba-b8bc-73574537e9fb failed with notes ['com.tableausoftware.server.status.reporting.TableauRuntimeException: Missing password.\nInvalid username or password.']
